movie_title,movie_score,movie_description,movie_type,release_date,director,rating,country,main_actors,movie_genre
Nil By Mouth,10.0,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Action,11/5/1923,Tuck Cockerton,9.3,Philippines,Delila Grimwade,Mystery
The Police Can't Move,10.1,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",Comedy,11/21/1928,Kylen Fiveash,5.9,United States,Theressa McCarver,Mystery
Role/Play,1.2,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",Sci-Fi,5/24/2012,Wayland Cowans,6.0,Indonesia,Etta Hammarberg,Thriller
Who's Harry Crumb?,89.8,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Drama,7/31/1924,Freeman Reid,9.9,Philippines,Jimmy Barock,Thriller
Trader Games (Krach),60.1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Action,4/4/1907,Denna Petche,1.3,United States,Joannes Kinzel,Fantasy
The Savior,20.3,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,Action,12/14/2003,Lelah Tamburi,5.4,Philippines,Ulrika Couttes,Animation
Vincent,76.4,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Drama,4/29/1919,Richmound Docwra,3.3,Brazil,Bartlett McLugaish,Mystery
Two Times Lotte,2.0,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Horror,2/4/1929,Gaylor Victor,7.3,China,Amity Fehners,Fantasy
Dolphin Tale 2,83.3,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",Sci-Fi,3/15/1923,Rickie Blatcher,3.2,Brazil,Annabela Trayte,Thriller
Cube 2: Hypercube,4.7,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Drama,1/12/1975,Heinrik Umpleby,3.3,China,Kaylil Vasler,Mystery
Night of the Demons,72.2,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Comedy,3/13/1936,Hedda Oliver,5.4,Macedonia,Walt Fold,Animation
West Is West,11.9,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Action,5/9/1913,Randolph Holde,2.7,United States,Korie Bunney,Fantasy
Newcastle,88.5,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Horror,12/6/1957,Beniamino Lamers,1.8,China,Leupold Baytrop,Mystery
Drunken Tai Chi (Siu taai gik),27.3,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Comedy,7/10/1983,Ely Vasilchenko,6.2,Philippines,Tadio Franciottoi,Animation
Feast of All Saints,9.9,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Horror,7/20/2007,Dalia Whawell,4.6,Indonesia,Saidee Zoren,Fantasy
Tremors 3: Back to Perfection,59.9,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Horror,3/24/1950,Britni Rajchert,5.2,China,Alisander Tye,Animation
"Wind Journeys, The (Viajes del viento, Los)",72.1,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Sci-Fi,1/13/2008,Josephine Bulfit,7.1,China,Meredith Whistance,Animation
Hour of the Gun,8.6,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Comedy,9/12/1905,Kira Cossington,6.1,Russia,Raine Kail,Mystery
Young Aphrodites (Mikres Afrodites),51.4,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Sci-Fi,9/8/1903,Leland Stoile,1.0,Ukraine,Cullie Louthe,Thriller
Man of the Year,23.6,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Horror,11/12/1957,Trev Ashfold,7.6,Armenia,Chrystel Gilpin,Fantasy
Don't Look Now,38.5,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",Horror,10/29/1927,Sarge Norster,7.1,China,Wallie Stollard,Fantasy
"Laughing Woman, The (Frightened Woman, The) (Femina ridens)",31.5,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Action,12/16/2004,Hurley O'Daly,3.8,Iran,Tate Bhar,Thriller
"Night Walker, The",66.4,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Comedy,2/13/1919,Monte Kinavan,4.5,United States,Krystalle Parnall,Mystery
"King of Ping Pong, The (Ping-pongkingen)",78.9,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Horror,3/17/1913,Andras Darthe,8.1,United Kingdom,Maryrose Matuszynski,Fantasy
American Psycho II: All American Girl,70.5,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Action,4/13/2017,Pennie Crosetto,8.5,Russia,Thorvald McKinlay,Romance
Little Miss Sunshine,93.9,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Comedy,3/16/2017,Honor Corser,4.7,Netherlands,Davin Turbat,Romance
Shame (Skammen),26.4,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",Drama,11/16/1964,Adelina Choake,1.7,Indonesia,Horten Bathowe,Fantasy
"Seventh Heaven (Septième ciel, Le)",74.4,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Action,10/18/1930,Miof mela Habbijam,7.7,Ghana,Gran Hargreave,Fantasy
Best Laid Plans,33.8,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Sci-Fi,9/27/1954,Adaline Fylan,0.2,Russia,Blancha Pykerman,Animation
The Man in the Orange Jacket,14.9,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Comedy,2/23/2020,Byram oldey,1.8,Philippines,Cal Lambersen,Romance
Upperworld,70.7,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Drama,5/13/1993,Pierson Durkin,0.1,Brazil,Ailbert Girtin,Romance
Bastards (Les salauds),19.0,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Sci-Fi,9/19/1994,Dahlia Boyet,1.6,Paraguay,Lenora Di Francecshi,Romance
Romeo and Juliet,35.2,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Drama,9/2/1938,Vale Cleaves,1.3,Indonesia,Tansy Matteo,Fantasy
Captain January,48.0,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Horror,3/23/1965,Matthiew McGarahan,5.2,France,Obed Halsey,Fantasy
Bounty Killer,19.1,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Action,1/3/1936,Nanine Isaacs,8.6,Ukraine,Zachery Cawker,Fantasy
Nightwatching,67.1,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Horror,12/7/1996,Noelle Toseland,8.9,Russia,Lissa Bryce,Mystery
Youth of the Beast (Yaju no seishun),89.9,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Action,8/20/1975,Gardy Woodes,3.9,South Korea,Kelbee Trevascus,Thriller
Schultze Gets the Blues,58.1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",Comedy,12/2/1988,Marleah Bartosiak,3.3,Japan,Westley Pitson,Romance
The Great Kidnapping,57.1,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Sci-Fi,6/14/1971,Brenda Nyssen,4.4,China,Myrtle Burnsyde,Fantasy
"Harvest: 3,000 Years (Mirt Sost Shi Amit)",26.1,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Action,2/4/1932,Pooh Bedenham,1.5,Czech Republic,Leyla Foyle,Romance
Kathleen,26.7,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Action,12/28/1922,Daryle Vaz,7.5,Japan,Johann Haughton,Fantasy
"Family Friend, The (L'amico di famiglia)",43.9,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Drama,11/23/1918,Dora Hoffmann,8.7,China,Percival Myall,Fantasy
Embracing,13.1,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",Sci-Fi,2/13/1912,Osbourn Sarfat,0.0,China,Osmond McKee,Animation
"Baby, The",14.8,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Sci-Fi,3/23/2020,Jobina Brignell,2.8,Indonesia,Gail Holliar,Fantasy
"Curse of the Jade Scorpion, The",78.5,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Horror,1/28/1999,Gale McGilvray,0.0,United States,Rodrique Villiers,Mystery
Terkel in Trouble (Terkel i knibe),49.0,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",Sci-Fi,10/9/1903,Thatcher Landsberg,5.4,United States,Doti Keddey,Fantasy
Just Add Water,6.9,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Comedy,2/1/1932,Meade Boyford,8.4,Belarus,Lannie Tippings,Mystery
Love Is a Woman (Death Is a Woman),28.9,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",Horror,8/4/1920,Reinwald Powys,6.8,Philippines,Codee Fausset,Romance
Four Eyed Monsters,84.6,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Action,3/25/1984,Mendie Norwell,5.3,China,Andre Franssen,Romance
Charlie St. Cloud,64.1,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Drama,11/6/1909,Ronnie Groger,1.9,Philippines,Berne Ferroni,Mystery
"Waterdance, The",27.8,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",Drama,6/7/2020,Gweneth Baroch,7.3,China,Antoine Michell,Thriller
Deck the Halls,69.0,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",Drama,9/1/2001,Melodie Sleicht,7.7,Colombia,Mikol Casol,Romance
"Jeffrey Dahmer Files, The",82.7,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Action,10/9/1982,Cheryl Symper,1.1,Bolivia,Fredi Cescoti,Mystery
Glee: The 3D Concert Movie,0.4,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Horror,5/14/1905,Edithe Shurmore,6.9,Brazil,Tony St. Ledger,Thriller
Household Saints,98.2,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",Horror,2/17/1995,Rheta Scrinage,7.7,Sweden,Wileen Hindenberger,Animation
